corpus,sample,dataset,token,before,word,after
CHELAR,1636poph,ity,security,dant_NN1 to_TO give_VVI ,Security_NN1, to_TO deliver_VVI the_A
CHELAR,1636poph,ity,security,reed_VVD to_TO give_VVI ,Security_NN1," ,_, to_TO deliver_VVI t"
CHELAR,1636poph,ity,security,78_MCMC &rsqb;_) for_IF ,Security_NN1, of_IO 800_MC pounds_NN2
CHELAR,1636poph,ity,security,I him_PPHO1 as_II a_AT1 ,Security_NN1, for_IF the_AT Payment_N
CHELAR,1637lock,ity,antiquity,Regard_NN1 of_IO the_AT ,Antiquity_NN1, of_IO the_AT Statute_N
CHELAR,1637lock,ity,security,00_MC pounds_NN2 the_AT ,Security_NN1, being_VBG in_II the_AT 
CHELAR,1637lock,ity,validity,ted_VVD that_CST the_AT ,Validity_NN1, of_IO the_AT Revocation
CHELAR,1638tanf,ity,quantity,in_II Names_NN2 and_CC ,Quantities_NN2," ,_, do_VD0 lie_VVI out"
CHELAR,1638tanf,ity,validity,_VBG touching_JJ the_AT ,Validity_NN1, of_IO the_AT Will_NN1@ 
CHELAR,1639barg,ity,annuity,ounds_NN2 then_RT the_AT ,Annuity_NN1, to_TO cease_VVI ;_; whi
CHELAR,1639barg,ity,annuity,secured_VVN by_II an_AT1 ,Annuity_NN1," ,_, by_II31 Way_II32 of"
CHELAR,1639barg,ity,annuity,e_NN1 entails_VVZ the_AT ,Annuity_NN1, ._. Remainder_NN1 over_
CHELAR,1639barg,ity,annuity,_DA2 Trustees_NN2 an_AT1 ,Annuity_NN1, of_IO 20_MC pounds_NN2 
CHELAR,1639barg,ity,annuity,ged_VVD@ the_AT said_JJ% ,Annuity_NN1," ,_, and_CC since_CS the"
CHELAR,1639barg,ity,annuity,thed_VVD the_AT said_JJ% ,Annuity_NN1, to_II the_AT Plaintiff_
CHELAR,1639barg,ity,annuity,ase_CS22 the_AT said_JJ% ,Annuity_NN1, had_VHD not_XX been_VBN
CHELAR,1639barg,ity,annuity,ived_VVD the_AT said_JJ% ,Annuity_NN1," ,_, and_CC paid_VVD the"
CHELAR,1639barg,ity,annuity,"st_NN1 ,_, as_CSA the_AT ",Annuity_NN1, was_VBDZ limited_VVN ._
CHELAR,1639barg,ity,equity, the_AT Badges_NN2 of_IO ,Equity_NN1," ,_, which_DDQ this_DD1 C"
CHELAR,1639barg,ity,security,lso_RR lent_VVN upon_II ,Security_NN1, of_IO that_DD1 Lease_NN
CHELAR,1639barg,ity,security,00_MC pounds_NN2 for_IF ,Security_NN1, whereof_RRQ with_IW Int
CHELAR,1641hugh,ity,equity,II a_AT1 Court_NN1 of_IO ,Equity_NN1," ,_, no_AT Consideration_"
CHELAR,1641hugh,ity,equity,it_PPH1 better_RRR in_II ,Equity_NN1, than_CSN at_II Law_NN1 .
CHELAR,1641hugh,ity,equity,IF a_AT1 Court_NN1 of_IO ,Equity_NN1, to_TO give_VVI any_DD su
CHELAR,1641hugh,ity,indemnity," ,_, for_IF their_APPGE ",Indemnity_NN1, from_II the_AT said_JJ
CHELAR,1641hugh,ity,quality,al_DA2 Persons_NN2 of_IO ,Quality_NN1, might_VM elect_VVI poor
CHELAR,1641hugh,ity,security,"_, and_CC for_IF the_AT ",Security_NN1, thereof_RR made_VVN a_A
CHELAR,1641hugh,ity,counter-security,NU of_IO the_AT ,Counter-Security_NN1, before_CS mentioned_VVN
CHELAR,1641hugh,ity,security,was_VBDZ to_TO give_VVI ,Security_NN1, to_TO pay_VVI the_AT Da
CHELAR,1641hugh,ity,security,s_VBZ lent_VVN@ upon_II ,Security_NN1, &lsqb;_( 153_MC &rsqb;_
CHELAR,1648harb,ity,equity,I no_AT Relief_NN1 in_II ,Equity_NN1, ;_; and_CC for_IF that_D
CHELAR,1648harb,ity,equity,D1 no_AT Title_NN1 in_II ,Equity_NN1, &lsqb;_( 53_MC &rsqb;_) 
CHELAR,1648harb,ity,liability,_AT appellants_NN2 '_GE ,liability_NN1, inter_JJ se --The_AT ti
CHELAR,1649unde,ity,security," ,_, and_CC taking_VVG ",Securities_NN2, from_II the_AT Father_
CHELAR,1649unde,ity,equity,f_IO Discovery_NN1 in_II ,Equity_NN1," ,_, &c.,; vide_FW Curs_N"
CHELAR,1649unde,ity,equity,d_JJ in_II Law_NN1 or_CC ,Equity_NN1," ;_; contra_NN1 ,_, if_CS"
CHELAR,1649unde,ity,equity,SW a_AT1 Court_NN1 of_IO ,Equity_NN1, can_VM control_VVI the_A
CHELAR,1649unde,ity,minority,ed_VVN during_II the_AT ,Minority_NN1, of_IO the_AT Defendant_
CHELAR,1649unde,ity,posterity,_IO Children_NN2 and_CC ,Posterity_NN1, :_: In_II this_DD1 Cas
CHELAR,1649unde,ity,posterity,he_AT nearest_JJT of_IO ,Posterity_NN1, ._. Morton_NP1 the_AT 
CHELAR,1651cond,ity,authority,PPHS1 remains_VVZ in_II ,authority_NN1, by_II the_AT same_DA C
CHELAR,1651cond,ity,authority,M not_XX by_II this_DD1 ,authority_NN1, arraign_VV0 no_AT Pris
CHELAR,1651cond,ity,authority,"N1 ,_, yet_RR his_APPGE ",authority_NN1, shall_VM remain_VVI ._
CHELAR,1651cond,ity,dignity,or_CC takes_VVZ other_JJ ,dignity_NN1," ,_, yet_RR his_APPGE au"
CHELAR,1651cond,ity,equity,"Z so_RR ,_, by_II the_AT ",equity_NN1, ._. B._NP1 Commissions_N
CHELAR,1653bone,ity,authority,e_EX are_VBR divers_JJ ,authorities_NN2, to_TO be_VBI executed
CHELAR,1653bone,ity,authority,but_CCB onely_RR an_AT1 ,authority_NN1," ,_, or_CC a_AT1 bare_J"
CHELAR,1653bone,ity,authority,but_CCB onely_RR an_AT1 ,authority_NN1, ._. As_II21 to_II22 th
CHELAR,1653bone,ity,equity,M be_VBI taken_VVN by_II ,equity_NN1, within_II a_AT1 more_RGR
CHELAR,1657godf,ity,authority,"_VVD ,_, and_CC for_IF ",authorities_NN2, in_II this_DD1 kinde_
CHELAR,1657godf,ity,benefity, not_XX take_VVI the_AT ,benefity_NN1, by_II any_DD forfeiture
CHELAR,1657godf,ity,possibility,n_II tail_NN1 after_II ,possibility_NN1, of_IO issue_NN1 extin
CHELAR,1657godf,ity,possibility,n_II tail_NN1 after_II ,possibility_NN1, of_IO issue_NN1 extin
CHELAR,1657godf,ity,quantity,1 for_IF life_NN1 in_II ,quantity_NN1," ,_, and_CC then_RT thou"
CHELAR,1659holl,ity,authority,_NN1 ._. And_CC for_IF ,authorities_NN2, in_II this_DD1 point_
CHELAR,1659holl,ity,privity,",_, and_CC not_XX the_AT ",privity_NN1, of_IO the_AT blood_NN1 
CHELAR,1662berr,ity,annuity,_JJR ._. There_EX an_AT1 ,annuity_NN1, was_VBDZ granted_VVN pr
CHELAR,1662berr,ity,validity,1 is_VBZ upon_II the_AT ,validity_NN1, of_IO the_AT lease_NN1 
CHELAR,1664glov,ity,benefity,HO1 who_PNQS claims_VVZ ,Benefity_NN1, by_II the_AT Breach_NN1
CHELAR,1664glov,ity,equity,_RR in_II Law_NN1 and_CC ,Equity_NN1," ,_, the_AT Devisee_NN1 m"
CHELAR,1664glov,ity,equity,_VVG Demurrers_NN2 in_II ,Equity_NN1," ,_, vide_FW Curs_NP1 ._."
CHELAR,1664glov,ity,equity,"y_NN1 ,_, must_VM do_VDI ",Equity_NN1, ._. But_CCB out_II21 of_
CHELAR,1664glov,ity,equity,hat_CST will_VM have_VHI ,Equity_NN1," ,_, must_VM do_VDI Equit"
CHELAR,1664glov,ity,possibility,VBDZ without_IW any_DD ,Possibility_NN1, of_IO Help_NN1 but_CC
CHELAR,1664glov,ity,unity,his_DD1 Decree_NN1 and_CC ,Unity_NN1, of_IO Possession_NN1 of_
CHELAR,1665lynv,ity,hospitality,"livings_NN2 ,_, and_CC ",hospitality_NN1," ,_, and_CC the_AT imp"
CHELAR,1665lynv,ity,quantity,ing_VVG above_II the_AT ,quantity_NN1, of_IO 10_MC acres_NNU2 
CHELAR,1670come,ity,authority,nd_CC cited_VVN for_IF ,authorities_NN2," ,_, 3_MC Co_NP1 ._. M"
CHELAR,1670come,ity,capacity,II our_APPGE narrow_JJ ,capacities_NN2," ,_, to_TO reconcile_VV"
CHELAR,1670come,ity,equity,II a_AT1 Court_NN1 of_IO ,Equity_NN1," ,_, by_II 27_MC H._NP1 8"
CHELAR,1670come,ity,equity,1 of_IO Courts_NN2 of_IO ,Equity_NN1, ._. A_AT1 real_JJ chatte
CHELAR,1670come,ity,equity,t_XX in_II Law_NN1 or_CC ,Equity_NN1," Consent_NN1 ,_, not_XX c"
CHELAR,1670come,ity,equity,n_AT1 executor_NN1 in_II ,equity_NN1, ._. So_RR a_AT1 trust_NN
CHELAR,1670come,ity,equity, George_NP1 on_II the_AT ,Equity_NN1, side_NN1 of_IO the_AT Ex
CHELAR,1670come,ity,insanity,_II a_AT1 pretended_JJ@ ,insanity_NN1, ;_; since_CS it_PPH1 ha
CHELAR,1670come,ity,security,C Jac_NN1 ._. Fords_NP2 ,security_NN1," ,_, taken_VVN in_II tru"
CHELAR,1674nurs,ity,equity,s_VBZ entitled_VVN in_II ,equity_NN1," ,_, by_II virtue_NN1 of_"
CHELAR,1674nurs,ity,equity,as_CS31 far_CS32 as_CS33 ,equity_NN1, hath_VHZ power_NN1 over_
CHELAR,1674nurs,ity,equity,HZ not_XX the_AT same_DA ,equity_NN1, which_DDQ R._NP1 Yerwort
CHELAR,1674nurs,ity,equity,much_RR better_JJR in_II ,equity_NN1, by_II being_VBG Defendan
CHELAR,1674nurs,ity,equity, this_DD1 term_NN1 in_II ,equity_NN1, against_II the_AT Defend
CHELAR,1674nurs,ity,equity,o_MC questions_NN2 in_II ,equity_NN1," ;_; first_MD ,_, whether"
CHELAR,1674nurs,ity,equity, testator_NN1 ;_; for_IF ,equity_NN1," may_VM mitigate_VVI ,_, "
CHELAR,1674nurs,ity,equity,"e_AT case_NN1 ,_, for_IF ",equity_NN1, will_VM not_XX suffer_VV
CHELAR,1674nurs,ity,equity,"aw_NN1 ,_, four_MC of_IO ",equity_NN1, ._. 1_MC1 ._. Whether_CS
CHELAR,1674nurs,ity,equity,n_RT recovered_VVN in_II ,equity_NN1, ;_; for_IF that_DD1 were
CHELAR,1674nurs,ity,equity,this_DD1 was_VBDZ an_AT1 ,equity_NN1, so_RG far_RR allowed_VVN
CHELAR,1674nurs,ity,equity,O the_AT terms_NN2 in_II ,equity_NN1," ?_? secondly_RR ,_, whet"
CHELAR,1674nurs,ity,equity,rest_VV0 only_RR upon_II ,equity_NN1, ._. 16th_MD December_NPM
CHELAR,1674nurs,ity,equity,T came_VVD back_RP to_II ,equity_NN1," ,_, the_AT Plaintiff_NN1"
CHELAR,1674nurs,ity,equity,VBI the_AT law_NN1 of_IO ,equity_NN1, through_II all_DB the_AT
CHELAR,1674nurs,ity,equity,_NN1 afterwards_RT to_II ,equity_NN1," ,_, or_CC rest_VV0 only_"
CHELAR,1674nurs,ity,equity,VM be_VBI had_VHN@ in_II ,equity_NN1, ?_? 3_MC ._. If_CS the_A
CHELAR,1674nurs,ity,equity,1 ._. So_RR by_II the_AT ,equity_NN1, of_IO the_AT spiritual_J
CHELAR,1674nurs,ity,minority,._. During_II his_APPGE ,minority_NN1, differences_NN2 arose_V
CHELAR,1678jame,ity,identity, as_II21 to_II22 the_AT ,identity_NN1, of_IO places_NN2 liable
CHELAR,1680domi,ity,annuity,or_IF Payment_NN1 of_IO ,Annuities_NN2," ,_, and_CC after_CS hi"
CHELAR,1680domi,ity,security,aid_VVN upon_II the_AT ,Securities_NN2, of_IO the_AT said_JJ% 
CHELAR,1684fitt,ity,equity,of_IO justice_NN1 and_CC ,equity_NN1, (_( and_CC by_II Mr._NNB
CHELAR,1684fitt,ity,equity,"_VBDR purchasers_NN2 ,_, ",equity_NN1, ought_VMK not_XX to_TO a
CHELAR,1684fitt,ity,multiplicity,NN1 to_TO prevent_VVI ,multiplicity_NN1, of_IO trials_NN2 is_V
CHELAR,1684fitt,ity,reality,_NN1 touching_VVG the_AT ,reality_NN1, of_IO this_DD1 will_NN1
CHELAR,1684fitt,ity,reality," ,_, touching_VVG the_AT ",reality_NN1, of_IO this_DD1 deed_NN1
CHELAR,1684fitt,ity,reality,will_NN1@ but_CCB the_AT ,reality_NN1, of_IO the_AT deed_NN1 p
CHELAR,1684fitt,ity,validity,", not_XX only_RR the_AT ",validity_NN1, of_IO the_AT will_NN1@ 
CHELAR,1684fitt,ity,validity, in_II truth_NN1 the_AT ,validity_NN1, of_IO the_AT will_NN1@ 
CHELAR,1684fitt,ity,validity,T1 title_NN1 ;_; the_AT ,validity_NN1, of_IO the_AT will_NN1@ 
CHELAR,1684fitt,ity,validity,ted_VVN that_CST the_AT ,validity_NN1, of_IO the_AT will_NN1@ 
CHELAR,1684fitt,ity,validity,"NN1 ,_, where_CS the_AT ",validity_NN1, of_IO the_AT will_NN1@ 
CHELAR,1685offl,ity,city,CC in_II all_DB other_JJ ,cities_NN2," ,_, port-towns_NN2 and_C"
CHELAR,1685offl,ity,solemnity,al_JJ forms_NN2 and_CC ,solemnities_NN2, used_VVN in_II granti
CHELAR,1685offl,ity,formality,L is_VBZ onely_RR a_AT1 ,formality_NN1," omitted_VVN ,_, which_"
CHELAR,1685offl,ity,necessity,"occasion_NN1 and_CC ,_, ",necessity_NN1," ,_, the_AT King_NN1 ,_"
CHELAR,1685offl,ity,security,give_VVI as_RG@ good_JJ ,security_NN1," as_II the_AT wife_NN1 ,"
CHELAR,1685offl,ity,security,"_NN1 ,_, or_CC give_VV0 ",security_NN1, for_IF inventories_NN2 
CHELAR,1694henr,ity,authority,om_II any_DD ancient_JJ ,Authority_NN1," ,_, whether_CSW Preced"
CHELAR,1694henr,ity,authority,1 is_VBZ a_AT1 great_JJ ,Authority_NN1," ,_, that_CST the_AT Ki"
CHELAR,1694henr,ity,authority,"_, is_VBZ a_AT1 full_JJ ",Authority_NN1, ;_; 't_PPH1 is_VBZ a_A
CHELAR,1694henr,ity,authority,ise_NN1@ was_VBDZ no_AT ,Authority_NN1, to_TO warrant_VVI a_AT
CHELAR,1694henr,ity,necessity,M do_VDI Acts_NN2 of_IO ,Necessity_NN1, which_DDQ regularly_RR
CHELAR,1696luci,ity,affinity,I31 reason_II32 of_II33 ,affinity_NN1," by_II marriage_NN1 ,_, "
CHELAR,1696luci,ity,equity,"precedent_NN1 ,_, and_CC ",equity_NN1, can_VM not_XX relieve_VV
CHELAR,1696luci,ity,equity,CC a_AT1 court_NN1 of_IO ,equity_NN1, may_VM relieve_VVI to_TO
CHELAR,1696luci,ity,equity,SW a_AT1 court_NN1 of_IO ,equity_NN1, can_VM relieve_VVI in_II
CHELAR,1696luci,ity,equity,"_, a_AT1 court_NN1 of_IO ",equity_NN1," relieve_VV0 ,_, or_CC de"
CHELAR,1696luci,ity,quality,e_AT greatness_NN1 or_CC ,quality_NN1, of_IO the_AT persons_NN
CHELAR,1696luci,ity,quality,erson_NN1 equal_JJ in_II ,quality_NN1, and_CC estate_NN1 to_II
CHELAR,1698soci,ity,city,o_II People_NN those_DD2 ,Cities_NN2, and_CC Vills_NP2 with_IW
CHELAR,1698soci,ity,city,T Irish_JJ ._. These_DD2 ,Cities_NN2, and_CC Vills_NP2 were_VB
CHELAR,1698soci,ity,city,_AT four_MC Principal_JJ ,Cities_NN2," of_IO Ireland_NP1 ,_, Du"
CHELAR,1698soci,ity,city,each_DD1 of_IO those_DD2 ,Cities_NN2, :_: Which_DDQ Portion_NN
CHELAR,1698soci,ity,dignity,Prerogatives_NN2 and_CC ,Dignities_NN2," ,_, as_CSA united_VVN "
CHELAR,1698soci,ity,authority,ng_NN1 's_GE supreme_JJ ,Authority_NN1, is_VBZ exercised_VVN .
CHELAR,1698soci,ity,authority,CB since_CS their_APPGE ,Authority_NN1, is_VBZ so_RG advanced_
CHELAR,1698soci,ity,authority, had_VHD the_AT same_DA ,Authority_NN1, there_RL in_II31 respe
CHELAR,1698soci,ity,equity,e_RL from_II their_APPGE ,Equity_NN1," Sentences_NN2 ,_, (_( wh"
CHELAR,1698soci,ity,equity,_NN2 in_II Law_NN1 or_CC ,Equity_NN1," ,_, the_AT last_MD Resor"
CHELAR,1698soci,ity,equity,_CSW in_II Law_NN1 or_CC ,Equity_NN1," ,_, were_VBDR not_XX to_"
CHELAR,1698soci,ity,equity,ient_JJ Time_NNT1 the_AT ,Equity_NN1, Courts_NN2 were_VBDR not
CHELAR,1698soci,ity,equity,_JJ Precedents_NN2 of_IO ,Equity_NN1, Cases_NN2 as_II21 of_II2
CHELAR,1698soci,ity,superiority,maintaining_VVG the_AT ,Superiority_NN1, and_CC Obligatory_JJ 
CHELAR,1698soci,ity,superiority, to_TO make_VVI the_AT ,Superiority_NN1, to_TO be_VBI only_RR 
CHELAR,1698soci,ity,superiority,se_DD2 Cases_NN2 a_AT1 ,Superiority_NN1, or_CC Superintendency
CHELAR,1698soci,ity,superiority,lessening_VVG that_DD1 ,Superiority_NN1, :_: Which_DDQ can_VM 
CHELAR,1700thom,ity,security,"J money_NN1 ,_, and_CC ",securities_NN2, for_IF great_JJ sums_N
CHELAR,1700thom,ity,equity,CS a_AT1 Court_NN1 of_IO ,Equity_NN1, had_VHD decreed_VVN an_A
CHELAR,1700thom,ity,equity,IF a_AT1 court_NN1 of_IO ,equity_NN1, to_TO interpose_VVI for_
CHELAR,1700thom,ity,privity,b;_) defendant_NN1 's_GE ,privity_NN1," ,_, for_II31 fear_II32 "
CHELAR,1700thom,ity,security,as_II a_AT1 farther_JJR ,security_NN1," ,_, and_CC did_VDD not_"
CHELAR,1703scot,ity,probity,f_IO the_AT greatest_JJT ,probity_NN1," and_CC discretion_NN1 ,"
CHELAR,1703scot,ity,quality,f_IO gentleman_NN1 of_IO ,quality_NN1," ,_, and_CC upon_II a_AT"
CHELAR,1706pill,ity,quantity,",_, amounting_VVG in_II ",quantity_NN1, or_CC number_NN1 of_IO 
CHELAR,1706pill,ity,quantity, two_MC thirds_MF in_II ,quantity_NN1," ,_, and_CC number_NN1 o"
CHELAR,1708falk,ity,annuity,_NN1 with_IW certain_JJ ,annuities_NN2," ,_, he_PPHS1 used_VVD "
CHELAR,1708falk,ity,equity,_RR in_II law_NN1 and_CC ,equity_NN1," ,_, that_CST no_AT words"
CHELAR,1711seym,ity,security,"_NP1 ,_, and_CC all_DB ",securities_NN2, for_IF the_AT same_DA 
CHELAR,1711seym,ity,capacity,"_VMK ,_, in_II that_DD1 ",capacity_NN1," ,_, to_TO have_VHI the_"
CHELAR,1711seym,ity,equity,in_II justice_NN1 and_CC ,equity_NN1, he_PPHS1 ought_VMK to_TO
CHELAR,1711seym,ity,equity,IO a_AT1 Court_NN1 of_IO ,Equity_NN1, ._. That_CST the_AT appe
CHELAR,1711seym,ity,reality,1 as_II21 to_II22 the_AT ,reality_NN1, and_CC considerations_N
CHELAR,1711seym,ity,security,n_II making_VVG such_DA ,security_NN1, ;_; upon_II a_AT1 promi
CHELAR,1711seym,ity,security,iving_VVG reasonable_JJ ,security_NN1, to_TO make_VVI a_AT1 ne
CHELAR,1711seym,ity,security,N1 to_TO make_VVI a_AT1 ,security_NN1, out_II21 of_II22 this_D
CHELAR,1711seym,ity,security, depend_VVI on_II a_AT1 ,security_NN1, for_IF a_AT1 settlement
CHELAR,1717barn,ity,annuity,RT gave_VVD several_DA2 ,annuities_NN2," ,_, and_CC charged_VVD"
CHELAR,1717barn,ity,equity,_PNQS claimed_VVD the_AT ,equity_NN1, of_IO redemption_NN1 of_
CHELAR,1717barn,ity,equity,ntitled_VVN to_II the_AT ,equity_NN1, of_IO redemption_NN1 of_
CHELAR,1719ludl,ity,calamity,hstanding_RR these_DD2 ,calamities_NN2," ,_, from_II which_DDQ "
CHELAR,1719ludl,ity,equity,"te_NN1 ,_, and_CC the_AT ",equity_NN1, of_IO redemption_NN1 of_
CHELAR,1719ludl,ity,equity,1 of_IO Courts_NN2 of_IO ,Equity_NN1," ,_, to_TO make_VVI a_AT1"
CHELAR,1719ludl,ity,equity,tant_JJ course_NN1 of_IO ,equity_NN1," ,_, that_CST when_CS ,_,"
CHELAR,1719ludl,ity,equity,N in_II Courts_NN2 of_IO ,Equity_NN1, ;_; inasmuch_CS21 as_CS2
CHELAR,1719ludl,ity,incapacity,ort_NN1 of_IO legal_JJ ,incapacity_NN1," ,_, and_CC in_II matte"
CHELAR,1719ludl,ity,infirmity,hrough_II age_NN1 or_CC ,infirmity_NN1," ,_, had_VHD forgot_VVN"
CHELAR,1719ludl,ity,opportunity, so_RG fair_RR@ an_AT1 ,opportunity_NN1," ,_, it_PPH1 did_VDD n"
CHELAR,1719ludl,ity,security,HI so_RG ample_JJ a_AT1 ,security_NN1," ,_, and_CC when_CS the_"
CHELAR,1719ludl,ity,security,VHD a_AT1 sufficient_JJ ,security_NN1, left_VVN for_IF his_APP
CHELAR,1719ludl,ity,security,hall_VM stand_VVI a_AT1 ,security_NN1, for_IF the_AT principal
CHELAR,1722wing,ity,equity,Z heard_VVN on_II the_AT ,equity_NN1, reserved_VVD ;_; when_CS
CHELAR,1722wing,ity,reality,to_TO suspect_VVI the_AT ,reality_NN1, of_IO the_AT alledged_J
CHELAR,1722wing,ity,validity,"1 ,_, against_II the_AT ",validity_NN1, of_IO the_AT said_JJ% a
CHELAR,1724page,ity,annuity,d_JJ% stocks_NN2 and_CC ,annuities_NN2," to_II her_PPHO1 ,_, an"
CHELAR,1724page,ity,annuity,"B the_AT stocks_NN2 ,_, ",annuities_NN2," ,_, dividends_NN2 ,_, "
CHELAR,1724page,ity,annuity,d_JJ% stocks_NN2 and_CC ,annuities_NN2," ,_, and_CC the_AT divi"
CHELAR,1724page,ity,annuity,so_RR of_IO several_DA2 ,annuities_NN2, payable_JJ at_II the_A
CHELAR,1724page,ity,annuity,d_JJ% stocks_NN2 and_CC ,annuities_NN2, and_CC the_AT money_NN
CHELAR,1724page,ity,annuity,ce_CS neither_RR the_AT ,annuities_NN2, or_CC stocks_NN2 could
CHELAR,1724page,ity,annuity,l_DA2 stocks_NN2 and_CC ,annuities_NN2, standing_VVG in_II his
CHELAR,1724page,ity,annuity,unt_II32 of_II33 the_AT ,annuities_NN2," ,_, or_CC for_IF the_A"
CHELAR,1724page,ity,annuity,"h_NN1 ,_, yet_RR the_AT ",annuities_NN2, and_CC stocks_NN2 woul
CHELAR,1724page,ity,annuity,ars_NNT2 ;_; another_DD1 ,annuity_NN1, of_IO 50_MC pounds_NN2 
CHELAR,1724page,ity,annuity,"PGE order_NN1 ,_, an_AT1 ",annuity_NN1, of_IO 50_MC pounds_NN2 
CHELAR,1724page,ity,annuity,_CC another_DD1 like_JJ@ ,annuity_NN1, of_IO 25_MC pounds_NN2 
CHELAR,1724page,ity,charity,", for_IF clothes_NN2 ,_, ",charity_NN1," ,_, and_CC other_JJ dai"
CHELAR,1724page,ity,equity,II a_AT1 Court_NN1 of_IO ,Equity_NN1," ,_, as_CSA it_PPH1 regar"
CHELAR,1727west,ity,annuity,T same_DA with_IW an_AT1 ,annuity_NN1, of_IO 100_MC pounds_NN2
CHELAR,1727west,ity,equity,_NN1 in_II law_NN1 or_CC ,equity_NN1, should_VM be_VBI given_V
CHELAR,1727west,ity,equity,_NN1 in_II law_NN1 or_CC ,equity_NN1, should_VM be_VBI given_V
CHELAR,1727west,ity,equity,_NN1 in_II law_NN1 or_CC ,equity_NN1, should_VM be_VBI given_V
CHELAR,1729amhe,ity,equity,ntitled_VVN to_II the_AT ,equity_NN1, of_IO redemption_NN1 of_
CHELAR,1729amhe,ity,equity,f_IO in_II law_NN1 or_CC ,equity_NN1," ,_, or_CC which_DDQ he_P"
CHELAR,1733evel,ity,authority,er_JJ powers_NN2 or_CC ,authorities_NN2, to_II him_PPHO1 given
CHELAR,1733evel,ity,authority,e_AT powers_NN2 and_CC ,authorities_NN2, to_II him_PPHO1 given
CHELAR,1733evel,ity,authority,e_AT powers_NN2 and_CC ,authorities_NN2, to_II him_PPHO1 given
CHELAR,1733evel,ity,annuity,payment_NN1 of_IO any_DD ,annuity_NN1, for_IF the_AT life_NN1 
CHELAR,1733evel,ity,authority,her_JJ power_NN1 and_CC ,authority_NN1," ,_, did_VDD assign_VVI"
CHELAR,1735selw,ity,annuity,_CC thereby_RR gave_VVD ,annuities_NN2, to_II some_DD persons_
CHELAR,1735selw,ity,equity, the_AT courts_NN2 of_IO ,equity_NN1, where_CS parol_NN1 evide
CHELAR,1735selw,ity,equity,NN1 to_TO bar_VVI the_AT ,equity_NN1, of_IO the_AT respondent_
CHELAR,1735selw,ity,equity,nd_CC rebut_VVI this_DD1 ,equity_NN1," ,_, by_II giving_VVG par"
CHELAR,1735selw,ity,equity,RR a_AT1 court_NN1 of_IO ,equity_NN1, ought_VMK to_TO permit_V
CHELAR,1735selw,ity,equity,extinguishment_NN1 in_II ,equity_NN1, as_II31 well_II32 as_II3
CHELAR,1735selw,ity,equity,ST a_AT1 court_NN1 of_IO ,equity_NN1, ought_VMK not_XX to_TO d
CHELAR,1735selw,ity,equity,NN1 or_CC rule_NN1 of_IO ,equity_NN1," ,_, nor_CC was_VBDZ it_P"
CHELAR,1735selw,ity,equity,_AT respondent_NN1 's_GE ,equity_NN1, arose_VVD only_RR from_I
CHELAR,1735selw,ity,equity, and_CC rebut_VV0 an_AT1 ,equity_NN1, that_CST might_VM otherw
CHELAR,1735selw,ity,necessity,there_EX was_VBDZ a_AT1 ,necessity_NN1, for_IF a_AT1 special_J
CHELAR,1735selw,ity,security,all_VM give_VVI such_DA ,security_NN1," as_CSA aforesaid_VVN ,_"
CHELAR,1735selw,ity,security,icient_JJ reasonable_JJ ,security_NN1," ,_, to_TO be_VBI approv"
CHELAR,1735selw,ity,security,_NNT1 before_CS such_DA ,security_NN1, given_VVN as_CSA afores
CHELAR,1737bank,ity,annuity,NN1 of_IO South-Sea_NP1 ,annuities_NN2," ,_, and_CC transfer_VV"
CHELAR,1737bank,ity,annuity,s_MC2 ._. South-Sea_NP1 ,annuities_NN2," ,_, and_CC lay_VVD out"
CHELAR,1737bank,ity,annuity,s_MC2 ._. South-Sea_NP1 ,annuities_NN2," ,_, 500_MC pounds_NN2 "
CHELAR,1737bank,ity,annuity,"k_NN1 ,_, South-Sea_NP1 ",annuities_NN2," ,_, and_CC East-India_"
CHELAR,1737bank,ity,quantity,", that_CST several_DA2 ",quantities_NN2, of_IO South-Sea_NP1 st
CHELAR,1737bank,ity,speciality,MC pounds_NN2 upon_II ,specialities_NN2," in_II England_NP1 ,_,"
CHELAR,1737bank,ity,annuity,3s_MC2 ._. South-Sea_NP1 ,annuity_NN1," stock_NN1 ,_, 104_MC po"
CHELAR,1737bank,ity,equity,HO1 in_II law_NN1 and_CC ,equity_NN1, to_II the_AT amount_NN1 
CHELAR,1737bank,ity,equity,r_RR in_II law_NN1 or_CC ,equity_NN1, ._. Mr._NNB Morice_NP1 b
CHELAR,1737bank,ity,equity,ingly_RR bills_NN2 in_II ,equity_NN1, and_CC actions_NN2 at_II
CHELAR,1738hopk,ity,annuity,_AT legacies_NN2 and_CC ,annuities_NN2, thereby_RR by_II him_P
CHELAR,1738hopk,ity,annuity,"legacies_NN2 ,_, and_CC ",annuities_NN2," ,_, he_PPHS1 gave_VVD "
CHELAR,1738hopk,ity,annuity," trustees_NN2 ,_, an_AT1 ",annuity_NN1, of_IO 300_MC pounds_NN2
CHELAR,1738hopk,ity,annuity,"_, and_CC also_RR an_AT1 ",annuity_NN1, of_IO 300_MC pounds_NN2
CHELAR,1738hopk,ity,annuity,ived_VVN the_AT said_JJ% ,annuity_NN1," ,_, would_VM make_VVI u"
CHELAR,1738hopk,ity,annuity,lled_VVD that_CST the_AT ,annuity_NN1, of_IO 300_MC pounds_NN2
